Rank 0 k8N5R_4j3Vc|| PageRank Score: 0.000285525|| Category: Sports|| Length: 281|| Views: 13133|| Ratings: 37|| Rate: 4.78|| Comments: 0
Rank 500 8JtX_Dj9nwk|| PageRank Score: 3.44583e-05|| Category: News|| Length: 460|| Views: 1100|| Ratings: 6|| Rate: 2.5|| Comments: 10
Rank 501 cdbOp9U1ZZ4|| PageRank Score: 3.44583e-05|| Category: News|| Length: 281|| Views: 100|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 502 qsCP7fKHXDk|| PageRank Score: 3.44583e-05|| Category: News|| Length: 600|| Views: 372|| Ratings: 14|| Rate: 4|| Comments: 13
Rank 503 _FZ0mGssz_I|| PageRank Score: 3.44495e-05|| Category: Comedy|| Length: 41|| Views: 918|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 504 7xTAF8kBYNM|| PageRank Score: 3.44495e-05|| Category: Comedy|| Length: 130|| Views: 1332|| Ratings: 6|| Rate: 4.83|| Comments: 1
Rank 505 RbncXkUfkLI|| PageRank Score: 3.44495e-05|| Category: People|| Length: 437|| Views: 239|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 506 wtUUjHp3ggY|| PageRank Score: 3.44495e-05|| Category: Film|| Length: 594|| Views: 451|| Ratings: 4|| Rate: 5|| Comments: 0
Rank 507 BptKxbLEx_8|| PageRank Score: 3.44495e-05|| Category: Travel|| Length: 27|| Views: 3410|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 508 EWSdjFau1OY|| PageRank Score: 3.44495e-05|| Category: Entertainment|| Length: 507|| Views: 201|| Ratings: 4|| Rate: 5|| Comments: 3
Rank 509 uDmPibFURfE|| PageRank Score: 3.44495e-05|| Category: Comedy|| Length: 63|| Views: 615|| Ratings: 1|| Rate: 3|| Comments: 0
Rank 510 LtTzmLW9UWQ|| PageRank Score: 3.44495e-05|| Category: Autos|| Length: 492|| Views: 151|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 511 pRr6RswP-XI|| PageRank Score: 3.44466e-05|| Category: Comedy|| Length: 29|| Views: 148|| Ratings: 5|| Rate: 5|| Comments: 4
Rank 512 CEOhmJpnsvM|| PageRank Score: 3.44374e-05|| Category: Comedy|| Length: 18|| Views: 159|| Ratings: 2|| Rate: 3.5|| Comments: 0
Rank 513 yGPTrfItils|| PageRank Score: 3.44122e-05|| Category: Sports|| Length: 153|| Views: 5111|| Ratings: 7|| Rate: 4.14|| Comments: 2
Rank 514 OHePb9np6to|| PageRank Score: 3.43787e-05|| Category: Entertainment|| Length: 55|| Views: 479|| Ratings: 3|| Rate: 3.67|| Comments: 2
Rank 515 yim8BQqcjZk|| PageRank Score: 3.43787e-05|| Category: People|| Length: 89|| Views: 74|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 516 qOGUW-NbdEY|| PageRank Score: 3.4335e-05|| Category: Sports|| Length: 44|| Views: 1012|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 517 92HP8VntOB4|| PageRank Score: 3.43316e-05|| Category: Music|| Length: 50|| Views: 805|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 518 44p-f5m5DG0|| PageRank Score: 3.43123e-05|| Category: Music|| Length: 279|| Views: 19432|| Ratings: 23|| Rate: 4.91|| Comments: 23
Rank 519 Iz5AGVXIrmE|| PageRank Score: 3.43052e-05|| Category: People|| Length: 570|| Views: 599|| Ratings: 3|| Rate: 5|| Comments: 20
Rank 520 8wumGIRaHkE|| PageRank Score: 3.42748e-05|| Category: Comedy|| Length: 10|| Views: 1133|| Ratings: 13|| Rate: 3.62|| Comments: 1
Rank 521 fooMl8AoaFM|| PageRank Score: 3.42748e-05|| Category: Howto|| Length: 30|| Views: 619|| Ratings: 3|| Rate: 3.67|| Comments: 3
Rank 522 hiumDfVcks4|| PageRank Score: 3.42748e-05|| Category: Gadgets|| Length: 26|| Views: 888|| Ratings: 12|| Rate: 4|| Comments: 5
Rank 523 VUdZe3tFPl4|| PageRank Score: 3.42663e-05|| Category: Music|| Length: 23|| Views: 932|| Ratings: 10|| Rate: 5|| Comments: 13
Rank 524 EDT9oYgexJY|| PageRank Score: 3.42663e-05|| Category: Music|| Length: 27|| Views: 735|| Ratings: 10|| Rate: 4.6|| Comments: 23
Rank 525 2ikXbFw6_A0|| PageRank Score: 3.42663e-05|| Category: Music|| Length: 42|| Views: 1242|| Ratings: 24|| Rate: 2.38|| Comments: 29
Rank 526 GD8_KTGTXt0|| PageRank Score: 3.42663e-05|| Category: Music|| Length: 32|| Views: 1270|| Ratings: 10|| Rate: 4.1|| Comments: 15
Rank 527 lPGD_430Q1E|| PageRank Score: 3.42663e-05|| Category: Music|| Length: 28|| Views: 908|| Ratings: 6|| Rate: 2.67|| Comments: 6
Rank 528 GVs59ullbiI|| PageRank Score: 3.426e-05|| Category: Autos|| Length: 42|| Views: 5895|| Ratings: 15|| Rate: 4.73|| Comments: 16
Rank 529 ZSSag0HAdOQ|| PageRank Score: 3.424e-05|| Category: Entertainment|| Length: 696|| Views: 1540|| Ratings: 7|| Rate: 4.57|| Comments: 3
Rank 530 G3ZSPrikm_U|| PageRank Score: 3.424e-05|| Category: Entertainment|| Length: 354|| Views: 333|| Ratings: 4|| Rate: 2|| Comments: 5
Rank 531 DDym_p8reOk|| PageRank Score: 3.42343e-05|| Category: Sports|| Length: 27|| Views: 251|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 532 xcol7JN3h34|| PageRank Score: 3.41849e-05|| Category: Music|| Length: 72|| Views: 2967|| Ratings: 11|| Rate: 2|| Comments: 6
Rank 533 ebHilAXNHSY|| PageRank Score: 3.41713e-05|| Category: Gadgets|| Length: 453|| Views: 16728|| Ratings: 30|| Rate: 4.53|| Comments: 22
Rank 534 zthg82vXXa0|| PageRank Score: 3.41578e-05|| Category: News|| Length: 251|| Views: 1313|| Ratings: 1|| Rate: 5|| Comments: 7
Rank 535 el4Ge2zyLnc|| PageRank Score: 3.41573e-05|| Category: News|| Length: 370|| Views: 89|| Ratings: 5|| Rate: 5|| Comments: 5
Rank 536 QWOmVEEEyMM|| PageRank Score: 3.4101e-05|| Category: Gadgets|| Length: 435|| Views: 159|| Ratings: 4|| Rate: 4.75|| Comments: 1
Rank 537 xB-xkAiuR3Q|| PageRank Score: 3.4101e-05|| Category: Gadgets|| Length: 68|| Views: 63|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 538 nGicL57eZDY|| PageRank Score: 3.40895e-05|| Category: Comedy|| Length: 389|| Views: 212|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 539 hU77CwjHN5w|| PageRank Score: 3.40741e-05|| Category: News|| Length: 115|| Views: 70|| Ratings: 4|| Rate: 4|| Comments: 4
Rank 540 FrnaHS1DFL4|| PageRank Score: 3.40664e-05|| Category: News|| Length: 62|| Views: 115|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 541 qz2rAwuXmkA|| PageRank Score: 3.40609e-05|| Category: Travel|| Length: 25|| Views: 146|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 542 --44f5pWswI|| PageRank Score: 3.40497e-05|| Category: People|| Length: 45|| Views: 18|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 543 ez43eC51i6M|| PageRank Score: 3.40451e-05|| Category: Sports|| Length: 62|| Views: 4868|| Ratings: 5|| Rate: 4.4|| Comments: 3
Rank 544 bttLqGmPEcM|| PageRank Score: 3.40396e-05|| Category: Music|| Length: 323|| Views: 3042|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 545 TZzx1cHh87A|| PageRank Score: 3.40396e-05|| Category: Music|| Length: 310|| Views: 3267|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 546 PrVOMRR4OGk|| PageRank Score: 3.40396e-05|| Category: Music|| Length: 255|| Views: 4137|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 547 SdZLyFQx5Vk|| PageRank Score: 3.40295e-05|| Category: Music|| Length: 598|| Views: 1217|| Ratings: 11|| Rate: 5|| Comments: 5
Rank 548 D0gZQ4m8rvA|| PageRank Score: 3.39904e-05|| Category: News|| Length: 82|| Views: 204|| Ratings: 3|| Rate: 5|| Comments: 1
Rank 549 BoFD0rGe688|| PageRank Score: 3.39679e-05|| Category: Autos|| Length: 94|| Views: 3140|| Ratings: 4|| Rate: 5|| Comments: 0
Rank 550 Z1pDYe2R0I0|| PageRank Score: 3.39679e-05|| Category: Autos|| Length: 388|| Views: 8565|| Ratings: 11|| Rate: 3.45|| Comments: 10
Rank 551 kXaiEgbMrb8|| PageRank Score: 3.39198e-05|| Category: News|| Length: 600|| Views: 724|| Ratings: 5|| Rate: 4.8|| Comments: 17
Rank 552 cVzaqKahntQ|| PageRank Score: 3.39056e-05|| Category: Music|| Length: 219|| Views: 4293|| Ratings: 25|| Rate: 4.92|| Comments: 4
Rank 553 0CGEFzSAW3Q|| PageRank Score: 3.39056e-05|| Category: People|| Length: 556|| Views: 2198|| Ratings: 49|| Rate: 3.96|| Comments: 81
Rank 554 YAd432BvfOI|| PageRank Score: 3.39056e-05|| Category: Entertainment|| Length: 584|| Views: 13031|| Ratings: 18|| Rate: 4.72|| Comments: 2
Rank 555 8hDM73IoYsc|| PageRank Score: 3.38544e-05|| Category: Entertainment|| Length: 95|| Views: 66|| Ratings: 8|| Rate: 5|| Comments: 5
Rank 556 mXHQiNEysP8|| PageRank Score: 3.38544e-05|| Category: Comedy|| Length: 87|| Views: 139|| Ratings: 1|| Rate: 1|| Comments: 1
Rank 557 xFf_xnbN5SQ|| PageRank Score: 3.36791e-05|| Category: Sports|| Length: 210|| Views: 1411|| Ratings: 3|| Rate: 4.33|| Comments: 5
Rank 558 CULmwgsX29M|| PageRank Score: 3.36761e-05|| Category: Music|| Length: 26|| Views: 1776|| Ratings: 15|| Rate: 4|| Comments: 8
Rank 559 YdbaJqxw2iQ|| PageRank Score: 3.36698e-05|| Category: Comedy|| Length: 28|| Views: 3032|| Ratings: 6|| Rate: 3.67|| Comments: 6
Rank 560 7Lp_uLhgvCs|| PageRank Score: 3.3594e-05|| Category: Entertainment|| Length: 324|| Views: 380|| Ratings: 23|| Rate: 5|| Comments: 15
Rank 561 NWeG2ocYY-8|| PageRank Score: 3.35538e-05|| Category: Autos|| Length: 14|| Views: 648|| Ratings: 2|| Rate: 4|| Comments: 0
Rank 562 vPwbx3W9nfY|| PageRank Score: 3.35405e-05|| Category: Music|| Length: 193|| Views: 3775|| Ratings: 17|| Rate: 4.65|| Comments: 9
Rank 563 RHRkkcdNmxc|| PageRank Score: 3.35331e-05|| Category: Music|| Length: 245|| Views: 4151|| Ratings: 19|| Rate: 4.63|| Comments: 29
Rank 564 b9dBLkcLEHg|| PageRank Score: 3.34951e-05|| Category: Music|| Length: 177|| Views: 3869|| Ratings: 10|| Rate: 3.8|| Comments: 15
Rank 565 kBrZufdWZ_U|| PageRank Score: 3.34851e-05|| Category: Sports|| Length: 19|| Views: 1065|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 566 v-ddeq1anZ8|| PageRank Score: 3.3484e-05|| Category: People|| Length: 168|| Views: 441|| Ratings: 5|| Rate: 4.6|| Comments: 5
Rank 567 ZjCtYjqm2XQ|| PageRank Score: 3.34606e-05|| Category: People|| Length: 590|| Views: 213|| Ratings: 7|| Rate: 4.86|| Comments: 15
Rank 568 YoJgEMEfmpc|| PageRank Score: 3.34234e-05|| Category: Entertainment|| Length: 181|| Views: 233|| Ratings: 3|| Rate: 4.67|| Comments: 4
Rank 569 4MKWeiOgrI4|| PageRank Score: 3.33404e-05|| Category: Entertainment|| Length: 20|| Views: 879|| Ratings: 11|| Rate: 2.64|| Comments: 5
Rank 570 LR6DHPUTE-o|| PageRank Score: 3.32911e-05|| Category: Sports|| Length: 34|| Views: 462|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 571 D3yZ_pecE-g|| PageRank Score: 3.32817e-05|| Category: Gadgets|| Length: 61|| Views: 781|| Ratings: 2|| Rate: 3.5|| Comments: 10
Rank 572 TLcNA2M0USU|| PageRank Score: 3.32344e-05|| Category: Sports|| Length: 43|| Views: 728|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 573 II9Ko24u1Nc|| PageRank Score: 3.32205e-05|| Category: Entertainment|| Length: 248|| Views: 8991|| Ratings: 67|| Rate: 3.3|| Comments: 78
Rank 574 IH9E8SyLrSo|| PageRank Score: 3.31583e-05|| Category: Autos|| Length: 430|| Views: 3257|| Ratings: 6|| Rate: 4.67|| Comments: 1
Rank 575 DsgYyaxq4wg|| PageRank Score: 3.31421e-05|| Category: Entertainment|| Length: 122|| Views: 771|| Ratings: 4|| Rate: 3.75|| Comments: 11
Rank 576 OyvhMHDi6Mo|| PageRank Score: 3.31421e-05|| Category: Comedy|| Length: 102|| Views: 7468|| Ratings: 36|| Rate: 4.78|| Comments: 30
Rank 577 IKFCakwKiEw|| PageRank Score: 3.31421e-05|| Category: Entertainment|| Length: 23|| Views: 539|| Ratings: 3|| Rate: 1|| Comments: 1
Rank 578 9XVg9ixcjXQ|| PageRank Score: 3.31259e-05|| Category: News|| Length: 499|| Views: 245|| Ratings: 9|| Rate: 5|| Comments: 5
Rank 579 Ka5tAwdSXPQ|| PageRank Score: 3.3081e-05|| Category: People|| Length: 501|| Views: 767|| Ratings: 11|| Rate: 5|| Comments: 2
Rank 580 xF1561B6_iI|| PageRank Score: 3.30513e-05|| Category: News|| Length: 314|| Views: 119|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 581 6rMhJQCtaOg|| PageRank Score: 3.30357e-05|| Category: Entertainment|| Length: 119|| Views: 153|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 582 ang-oELYM3A|| PageRank Score: 3.30357e-05|| Category: News|| Length: 37|| Views: 2042|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 583 fcPNGuvQg6U|| PageRank Score: 3.30338e-05|| Category: Sports|| Length: 305|| Views: 1145|| Ratings: 3|| Rate: 5|| Comments: 5
Rank 584 q1kowb5KqWc|| PageRank Score: 3.29799e-05|| Category: Music|| Length: 339|| Views: 1971|| Ratings: 16|| Rate: 3.81|| Comments: 9
Rank 585 sfYNnj7MfM8|| PageRank Score: 3.29767e-05|| Category: News|| Length: 299|| Views: 102|| Ratings: 4|| Rate: 5|| Comments: 1
Rank 586 tywqKnOOm58|| PageRank Score: 3.29767e-05|| Category: News|| Length: 368|| Views: 210|| Ratings: 8|| Rate: 5|| Comments: 2
Rank 587 8XxN5LuNBiQ|| PageRank Score: 3.29742e-05|| Category: People|| Length: 113|| Views: 529|| Ratings: 3|| Rate: 5|| Comments: 9
Rank 588 WeakwFpRl2A|| PageRank Score: 3.29742e-05|| Category: People|| Length: 501|| Views: 618|| Ratings: 4|| Rate: 5|| Comments: 15
Rank 589 cUJ2GLO6mow|| PageRank Score: 3.2948e-05|| Category: Sports|| Length: 74|| Views: 201|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 590 KT95Dm62yFE|| PageRank Score: 3.29321e-05|| Category: Music|| Length: 243|| Views: 1149|| Ratings: 23|| Rate: 4.43|| Comments: 13
Rank 591 xWmtYAm6hfw|| PageRank Score: 3.29321e-05|| Category: Entertainment|| Length: 295|| Views: 212|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 592 l918xcBCzaY|| PageRank Score: 3.28957e-05|| Category: News|| Length: 600|| Views: 222|| Ratings: 10|| Rate: 3.8|| Comments: 12
Rank 593 TuhQnNct2O4|| PageRank Score: 3.28957e-05|| Category: News|| Length: 126|| Views: 427|| Ratings: 41|| Rate: 4.98|| Comments: 27
Rank 594 btyhHODRDkk|| PageRank Score: 3.28957e-05|| Category: News|| Length: 122|| Views: 619|| Ratings: 56|| Rate: 4.79|| Comments: 43
Rank 595 74lu5xNETtc|| PageRank Score: 3.28885e-05|| Category: Entertainment|| Length: 131|| Views: 746|| Ratings: 6|| Rate: 4.17|| Comments: 0
Rank 596 UYW3c_kY3ok|| PageRank Score: 3.28874e-05|| Category: People|| Length: 117|| Views: 195|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 597 GZs3Jwyf_cY|| PageRank Score: 3.28874e-05|| Category: Comedy|| Length: 127|| Views: 97|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 598 L8Yvb5LBT1A|| PageRank Score: 3.28874e-05|| Category: People|| Length: 38|| Views: 167|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 599 9KeH50goZzk|| PageRank Score: 3.28874e-05|| Category: Entertainment|| Length: 107|| Views: 421|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 600 dqmCP1ZHufc|| PageRank Score: 3.28874e-05|| Category: Entertainment|| Length: 66|| Views: 599|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 601 wxBOvAF1aX0|| PageRank Score: 3.28874e-05|| Category: Travel|| Length: 123|| Views: 210|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 602 LO1hGqxA-7c|| PageRank Score: 3.28499e-05|| Category: Music|| Length: 206|| Views: 7578|| Ratings: 27|| Rate: 5|| Comments: 18
Rank 603 ePcCPtryCfU|| PageRank Score: 3.28098e-05|| Category: Comedy|| Length: 85|| Views: 1512|| Ratings: 127|| Rate: 3.67|| Comments: 135
Rank 604 _l6K6hqtIkY|| PageRank Score: 3.27901e-05|| Category: Comedy|| Length: 90|| Views: 969|| Ratings: 3|| Rate: 4|| Comments: 0
Rank 605 2IZ_PYg8XRU|| PageRank Score: 3.27901e-05|| Category: Music|| Length: 9|| Views: 3961|| Ratings: 8|| Rate: 3.88|| Comments: 2
Rank 606 imPcGxOGcNQ|| PageRank Score: 3.27901e-05|| Category: Music|| Length: 34|| Views: 1687|| Ratings: 14|| Rate: 3.93|| Comments: 3
Rank 607 yOibuwcRufo|| PageRank Score: 3.27894e-05|| Category: People|| Length: 67|| Views: 2839|| Ratings: 12|| Rate: 2.83|| Comments: 9
Rank 608 v-vbWfCzSGI|| PageRank Score: 3.2773e-05|| Category: Music|| Length: 220|| Views: 2741|| Ratings: 5|| Rate: 5|| Comments: 2
Rank 609 SH6BP-gf30Y|| PageRank Score: 3.2741e-05|| Category: Sports|| Length: 92|| Views: 654|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 610 TElIhPhsPMU|| PageRank Score: 3.27298e-05|| Category: Music|| Length: 204|| Views: 408|| Ratings: 6|| Rate: 4.33|| Comments: 7
Rank 611 wP-kfWbyv6w|| PageRank Score: 3.27125e-05|| Category: News|| Length: 113|| Views: 143|| Ratings: 1|| Rate: 5|| Comments: 7
Rank 612 CP1ANR8LG7U|| PageRank Score: 3.27125e-05|| Category: Music|| Length: 243|| Views: 5813|| Ratings: 35|| Rate: 4.74|| Comments: 30
Rank 613 mVJGamnoCnc|| PageRank Score: 3.27125e-05|| Category: Comedy|| Length: 169|| Views: 228|| Ratings: 10|| Rate: 2.5|| Comments: 11
Rank 614 sfr4zj5pB74|| PageRank Score: 3.27125e-05|| Category: Film|| Length: 417|| Views: 674|| Ratings: 59|| Rate: 4.76|| Comments: 28
Rank 615 1f1z8WjX6wg|| PageRank Score: 3.27125e-05|| Category: Entertainment|| Length: 87|| Views: 66|| Ratings: 2|| Rate: 4|| Comments: 14
Rank 616 9pr6Eaf8uV4|| PageRank Score: 3.27125e-05|| Category: Music|| Length: 239|| Views: 1181|| Ratings: 8|| Rate: 3.75|| Comments: 5
Rank 617 TDR8CeyEEdU|| PageRank Score: 3.27125e-05|| Category: Film|| Length: 254|| Views: 3047|| Ratings: 66|| Rate: 4.94|| Comments: 45
Rank 618 ucnjPlgItDY|| PageRank Score: 3.27125e-05|| Category: News|| Length: 13|| Views: 76|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 619 oeK0eoYIWkw|| PageRank Score: 3.27125e-05|| Category: Film|| Length: 210|| Views: 2201|| Ratings: 78|| Rate: 4.9|| Comments: 32
Rank 620 pRuJDhm9aK4|| PageRank Score: 3.27125e-05|| Category: Film|| Length: 282|| Views: 675|| Ratings: 49|| Rate: 5|| Comments: 37
Rank 621 _zH9_AH1Evw|| PageRank Score: 3.27125e-05|| Category: Film|| Length: 297|| Views: 586|| Ratings: 52|| Rate: 4.75|| Comments: 44
Rank 622 Rv8sBZd7Y44|| PageRank Score: 3.27125e-05|| Category: Music|| Length: 181|| Views: 1751|| Ratings: 8|| Rate: 4.5|| Comments: 6
Rank 623 yeb-HGmXf8o|| PageRank Score: 3.27125e-05|| Category: Entertainment|| Length: 256|| Views: 2995|| Ratings: 47|| Rate: 4.49|| Comments: 24
Rank 624 Sp5m3HFI9AU|| PageRank Score: 3.27125e-05|| Category: Music|| Length: 236|| Views: 2232|| Ratings: 16|| Rate: 4.75|| Comments: 10
Rank 625 f3FXJm5eV9c|| PageRank Score: 3.27125e-05|| Category: News|| Length: 100|| Views: 150|| Ratings: 2|| Rate: 5|| Comments: 4
Rank 626 Bl3mAVe4eB4|| PageRank Score: 3.27055e-05|| Category: Music|| Length: 554|| Views: 1149|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 627 -ixUWROLE5U|| PageRank Score: 3.26658e-05|| Category: News|| Length: 33|| Views: 31|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 628 y7GudHG_w1o|| PageRank Score: 3.26406e-05|| Category: Sports|| Length: 52|| Views: 2261|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 629 mlcAL2OUXwE|| PageRank Score: 3.26406e-05|| Category: Sports|| Length: 89|| Views: 5593|| Ratings: 11|| Rate: 4.09|| Comments: 9
Rank 630 0lgS0Pfk1tk|| PageRank Score: 3.26294e-05|| Category: Comedy|| Length: 102|| Views: 40|| Ratings: 2|| Rate: 5|| Comments: 3
Rank 631 TbHPZ67Cv90|| PageRank Score: 3.26294e-05|| Category: People|| Length: 92|| Views: 600|| Ratings: 12|| Rate: 4.17|| Comments: 23
Rank 632 F6uvYgXNslM|| PageRank Score: 3.26218e-05|| Category: Entertainment|| Length: 20|| Views: 1010|| Ratings: 3|| Rate: 3.33|| Comments: 0
Rank 633 ay9yB8o5MY0|| PageRank Score: 3.26218e-05|| Category: Gadgets|| Length: 59|| Views: 1622|| Ratings: 5|| Rate: 5|| Comments: 4
Rank 634 9CORAjgNgu0|| PageRank Score: 3.26218e-05|| Category: Gadgets|| Length: 11|| Views: 601|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 635 EhvVv9-SqXU|| PageRank Score: 3.26218e-05|| Category: Gadgets|| Length: 106|| Views: 3763|| Ratings: 3|| Rate: 5|| Comments: 6
Rank 636 ZxOXOM16HTg|| PageRank Score: 3.26218e-05|| Category: Gadgets|| Length: 68|| Views: 7629|| Ratings: 8|| Rate: 5|| Comments: 4
Rank 637 uSXR4RCj1UQ|| PageRank Score: 3.26141e-05|| Category: People|| Length: 222|| Views: 459|| Ratings: 4|| Rate: 2|| Comments: 2
Rank 638 lN5IqACALPc|| PageRank Score: 3.26117e-05|| Category: News|| Length: 63|| Views: 296|| Ratings: 3|| Rate: 1|| Comments: 0
Rank 639 jvZ-L-1lffs|| PageRank Score: 3.26089e-05|| Category: News|| Length: 425|| Views: 900|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 640 WUJWBXLxfKI|| PageRank Score: 3.25992e-05|| Category: Music|| Length: 308|| Views: 4069|| Ratings: 22|| Rate: 5|| Comments: 22
Rank 641 2e9VFkAtZEo|| PageRank Score: 3.25986e-05|| Category: Comedy|| Length: 279|| Views: 278|| Ratings: 4|| Rate: 4|| Comments: 0
Rank 642 oF_Jixf3PhA|| PageRank Score: 3.25871e-05|| Category: Music|| Length: 182|| Views: 114|| Ratings: 1|| Rate: 4|| Comments: 2
Rank 643 Xo7T8kt5scE|| PageRank Score: 3.25555e-05|| Category: Music|| Length: 79|| Views: 9356|| Ratings: 15|| Rate: 4.73|| Comments: 18
Rank 644 rF2iSoPmvhc|| PageRank Score: 3.25396e-05|| Category: Music|| Length: 30|| Views: 1189|| Ratings: 3|| Rate: 2.33|| Comments: 2
Rank 645 K_wE1gfGsog|| PageRank Score: 3.25396e-05|| Category: Comedy|| Length: 44|| Views: 1072|| Ratings: 2|| Rate: 3|| Comments: 3
Rank 646 1oHAEpqnJcQ|| PageRank Score: 3.25388e-05|| Category: News|| Length: 37|| Views: 823|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 647 jQhRQyFmQcc|| PageRank Score: 3.25388e-05|| Category: News|| Length: 139|| Views: 1803|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 648 R59kBc_tQCc|| PageRank Score: 3.2529e-05|| Category: News|| Length: 47|| Views: 39|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 649 bPXt9z2d2dk|| PageRank Score: 3.25222e-05|| Category: Howto|| Length: 17|| Views: 114|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 650 99CB1v8Gkkg|| PageRank Score: 3.25222e-05|| Category: Howto|| Length: 71|| Views: 194|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 651 DlEMXA3PrZU|| PageRank Score: 3.25222e-05|| Category: Howto|| Length: 20|| Views: 90|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 652 DE708MnB3Fk|| PageRank Score: 3.25222e-05|| Category: Howto|| Length: 63|| Views: 245|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 653 742XirqrTxY|| PageRank Score: 3.25164e-05|| Category: Gadgets|| Length: 97|| Views: 37|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 654 T96agCpaOKg|| PageRank Score: 3.24262e-05|| Category: Music|| Length: 237|| Views: 744|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 655 Hia2enJgW_g|| PageRank Score: 3.23789e-05|| Category: Sports|| Length: 61|| Views: 881|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 656 CxHtcas9k7Y|| PageRank Score: 3.23789e-05|| Category: Sports|| Length: 480|| Views: 167|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 657 qvakl1fppQs|| PageRank Score: 3.2372e-05|| Category: Comedy|| Length: 203|| Views: 52154|| Ratings: 63|| Rate: 4.33|| Comments: 21
Rank 658 BRxp3jgTQso|| PageRank Score: 3.2372e-05|| Category: Comedy|| Length: 122|| Views: 79307|| Ratings: 36|| Rate: 4.53|| Comments: 15
Rank 659 RgO714UTyLY|| PageRank Score: 3.23682e-05|| Category: People|| Length: 144|| Views: 202|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 660 1SYj65OhHBk|| PageRank Score: 3.23682e-05|| Category: Entertainment|| Length: 539|| Views: 22598|| Ratings: 25|| Rate: 4.76|| Comments: 10
Rank 661 L3juJ9pCe74|| PageRank Score: 3.23682e-05|| Category: Entertainment|| Length: 80|| Views: 14237|| Ratings: 33|| Rate: 4.18|| Comments: 8
Rank 662 ldaDHEYJHus|| PageRank Score: 3.23682e-05|| Category: News|| Length: 12|| Views: 26|| Ratings: 0|| Rate: 0|| Comments: 0
